Food code,Main food description,WWEIA number,WWEIA description,Energy (kcal),Protein (g),Carbohydrate (g),Total Sugars (g),Total Fiber (g),Total Fat (g),Water (g)
11000000,"Milk, human",9602,Human milk,70,1.03,6.89,6.89,0,4.38,87.5
11100000,"Milk, NFS",1004,"Milk, reduced fat",52,3.33,4.83,4.88,0,2.14,88.92
11111000,"Milk, whole",1002,"Milk, whole",61,3.27,4.63,4.81,0,3.2,88.1
11112110,"Milk, reduced fat (2%)",1004,"Milk, reduced fat",50,3.36,4.9,4.89,0,1.9,89.1
11112210,"Milk, low fat (1%)",1006,"Milk, lowfat",43,3.38,5.18,4.96,0,0.95,89.7
11113000,"Milk, fat free (skim)",1008,"Milk, nonfat",34,3.43,4.92,5.05,0,0.08,90.8
11114300,"Milk, lactose free, low fat (1%)",1006,"Milk, lowfat",43,3.38,5.18,4.96,0,0.95,89.7
11114320,"Milk, lactose free, fat free (skim)",1008,"Milk, nonfat",34,3.43,4.92,5.05,0,0.08,90.8
11114330,"Milk, lactose free, reduced fat (2%)",1004,"Milk, reduced fat",50,3.36,4.9,4.89,0,1.9,89.1
11114350,"Milk, lactose free, whole",1002,"Milk, whole",61,3.27,4.63,4.81,0,3.2,88.1
11115000,"Buttermilk, fat free (skim)",1008,"Milk, nonfat",40,3.31,4.79,4.79,0,1.07,90.13
11115300,"Buttermilk, whole",1002,"Milk, whole",62,3.21,4.88,4.88,0,3.31,87.91
11115400,"Kefir, NS as to fat content",1006,"Milk, lowfat",52,3.59,7.48,6.91,0,0.96,87.26
11116000,"Goat's milk, whole",1002,"Milk, whole",69,3.56,4.45,4.45,0,4.14,87.03
11120000,"Milk, dry, reconstituted, NS as to fat content",1008,"Milk, nonfat",32,3.2,4.6,4.6,0,0.07,91.34
11121100,"Milk, dry, reconstituted, whole",1002,"Milk, whole",76,4.01,5.86,5.86,0,4.08,85.04
11121210,"Milk, dry, reconstituted, low fat (1%)",1006,"Milk, lowfat",40,3.17,4.55,4.55,0,1.01,90.48
11121300,"Milk, dry, reconstituted, fat free (skim)",1008,"Milk, nonfat",32,3.2,4.6,4.6,0,0.07,91.34
11210050,"Milk, evaporated, NS as to fat content",1002,"Milk, whole",134,6.81,10.04,10.04,0,7.56,74.04
11211050,"Milk, evaporated, whole",1002,"Milk, whole",134,6.81,10.04,10.04,0,7.56,74.04
11211400,"Milk, evaporated, reduced fat (2%)",1004,"Milk, reduced fat",92,7.42,11.15,11.15,0,1.96,78
11212050,"Milk, evaporated, fat free (skim)",1008,"Milk, nonfat",78,7.55,11.35,11.35,0,0.2,79.4
11220000,"Milk, condensed, sweetened",1202,"Flavored milk, whole",321,7.91,54.4,54.4,0,8.7,27.16
11300100,"Non-dairy milk, NFS",1404,Milk substitutes,29,1.14,3.14,2.52,0.1,1.34,93.87
11320000,Soy milk,1404,Milk substitutes,53,3.41,5.22,4.53,0,2.05,88.7
11320100,"Soy milk, light",1404,Milk substitutes,38,3.55,1.29,0.56,0,2.12,92.4
11320200,"Soy milk, nonfat",1404,Milk substitutes,38,3.55,1.29,0.56,0,2.12,92.4
11321000,"Soy milk, chocolate",1404,Milk substitutes,64,3.35,8.32,7.49,0.1,2.03,85.68
11321100,"Soy milk, light, chocolate",1404,Milk substitutes,39,3.6,1.46,0.56,0.1,2.15,92.13
11350000,"Almond milk, sweetened",1404,Milk substitutes,30,0.53,4.31,3.99,0,1.18,93.5
11350010,"Almond milk, sweetened, chocolate",1404,Milk substitutes,43,0.57,7.44,6.97,0.1,1.2,90.32
11350020,"Almond milk, unsweetened",1404,Milk substitutes,15,0.55,0.34,0,0,1.22,97.4
11350030,"Almond milk, unsweetened, chocolate",1404,Milk substitutes,16,0.61,0.51,0,0.1,1.26,97.12
11360000,Rice milk,1404,Milk substitutes,47,0.28,9.17,5.28,0.3,0.97,89.28
11370000,Coconut milk,1404,Milk substitutes,31,0.21,2.92,2.5,0,2.08,94.57
11400000,"Yogurt, NFS",1820,"Yogurt, regular",63,5.25,7.04,7.04,0,1.55,85.06
11400010,"Yogurt, Greek, NS as to type of milk or flavor",1822,"Yogurt, Greek",73,9.95,3.94,3.56,0,1.92,83.56
11410000,"Yogurt, NS as to type of milk or flavor",1820,"Yogurt, regular",63,5.25,7.04,7.04,0,1.55,85.06
11411010,"Yogurt, NS as to type of milk, plain",1820,"Yogurt, regular",63,5.25,7.04,7.04,0,1.55,85.06
11411100,"Yogurt, whole milk, plain",1820,"Yogurt, regular",61,3.47,4.66,4.66,0,3.25,87.89
11411200,"Yogurt, low fat milk, plain",1820,"Yogurt, regular",63,5.25,7.04,7.04,0,1.55,85.06
11411300,"Yogurt, nonfat milk, plain",1820,"Yogurt, regular",56,5.73,7.68,7.68,0,0.18,85.22
11411390,"Yogurt, Greek, NS as to type of milk, plain",1822,"Yogurt, Greek",73,9.95,3.94,3.56,0,1.92,83.56
11411400,"Yogurt, Greek, whole milk, plain",1822,"Yogurt, Greek",97,9,3.98,4,0,5,81.3
11411410,"Yogurt, Greek, low fat milk, plain",1822,"Yogurt, Greek",73,9.95,3.94,3.56,0,1.92,83.56
11411420,"Yogurt, Greek, nonfat milk, plain",1822,"Yogurt, Greek",59,10.3,3.64,3.27,0,0.37,85
11430000,"Yogurt, NS as to type of milk, fruit",1820,"Yogurt, regular",89,4.66,14.46,12.01,0.1,1.37,78.51
11431000,"Yogurt, whole milk, fruit",1820,"Yogurt, regular",87,3.1,12.36,9.92,0.1,2.87,81
11432000,"Yogurt, low fat milk, fruit",1820,"Yogurt, regular",89,4.66,14.46,12.01,0.1,1.37,78.51
11433000,"Yogurt, nonfat milk, fruit",1820,"Yogurt, regular",83,5.09,15.02,12.58,0.1,0.17,78.65
11433990,"Yogurt, Greek, NS as to type of milk, fruit",1822,"Yogurt, Greek",105,8.17,12.29,11.23,1,2.57,76.41
11434000,"Yogurt, Greek, whole milk, fruit",1822,"Yogurt, Greek",106,7.33,12.29,12,0,3,76.81
11434010,"Yogurt, Greek, low fat milk, fruit",1822,"Yogurt, Greek",105,8.17,12.29,11.23,1,2.57,76.41
11434020,"Yogurt, Greek, nonfat milk, fruit",1822,"Yogurt, Greek",82,8.06,12.2,11.5,0.6,0.15,79
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",1820,"Yogurt, regular",73,5.09,9.82,9.82,0,1.51,82.51
11434100,"Yogurt, whole milk, flavors other than fruit",1820,"Yogurt, regular",78,3.3,9.41,9.42,0,3.1,83.5
11434200,"Yogurt, low fat milk, flavors other than fruit",1820,"Yogurt, regular",73,5.09,9.82,9.82,0,1.51,82.51
11434300,"Yogurt, nonfat milk, flavors other than fruit",1820,"Yogurt, regular",66,5.56,10.44,10.44,0,0.18,82.66
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1822,"Yogurt, Greek",95,8.64,9.54,9.54,0,2.5,78.76
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",1822,"Yogurt, Greek",111,8.47,9.35,9.35,0,4.44,77.19
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",1822,"Yogurt, Greek",95,8.64,9.54,9.54,0,2.5,78.76
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",1822,"Yogurt, Greek",78,8.64,10.37,9.54,0.5,0.18,80.26
11435100,"Yogurt, Greek, with oats",1822,"Yogurt, Greek",160,8.88,21.1,12.08,1.5,4.6,64.61
11436000,"Yogurt, liquid",1820,"Yogurt, regular",72,3.71,11.81,9.78,0.1,1.09,82.57
11440010,"Chipotle dip, yogurt based",8412,"Dips, gravies, other sauces",189,7.93,3.33,2.97,0,15.99,70.61
11440030,"Onion dip, yogurt based",8412,"Dips, gravies, other sauces",160,6.82,4.06,3.38,0.2,12.91,74.4
11440040,"Ranch dip, yogurt based",8412,"Dips, gravies, other sauces",195,8.48,4.13,3.41,0.3,16.09,69
11440050,"Spinach dip, yogurt based",8412,"Dips, gravies, other sauces",159,7.02,3.59,3.04,0.3,12.96,74.53
11440060,Tzatziki dip,8412,"Dips, gravies, other sauces",93,5.35,3.92,2.92,0.2,6.31,83.12
11440070,"Vegetable dip, yogurt based",8412,"Dips, gravies, other sauces",191,8.16,3.76,2.99,0.3,16.03,69.81
11446000,"Yogurt parfait, low fat, with fruit",1820,"Yogurt, regular",84,3.36,15.86,11.68,1.1,1.01,78.97
11459990,"Frozen yogurt, NFS",5802,Ice cream and frozen dairy desserts,127,3,21.6,19.92,0,3.6,71.2
11460000,"Frozen yogurt, vanilla",5802,Ice cream and frozen dairy desserts,127,3,21.6,19.92,0,3.6,71.2
11460100,"Frozen yogurt, chocolate",5802,Ice cream and frozen dairy desserts,131,3,21.6,19.24,2.3,3.6,71.2
11460500,"Frozen yogurt, soft serve, vanilla",5802,Ice cream and frozen dairy desserts,159,4,24.2,24,0,5.6,65.3
11460510,"Frozen yogurt, soft serve, chocolate",5802,Ice cream and frozen dairy desserts,160,4.31,24.87,23.56,0.7,5.76,64.05
11461200,Frozen yogurt sandwich,5802,Ice cream and frozen dairy desserts,204,3.9,34.38,24.3,0.8,6.25,54.52
11461210,"Frozen yogurt bar, vanilla",5802,Ice cream and frozen dairy desserts,127,3,21.6,19.92,0,3.6,71.2
11461220,"Frozen yogurt bar, chocolate",5802,Ice cream and frozen dairy desserts,131,3,21.6,19.24,2.3,3.6,71.2
11461250,"Frozen yogurt cone, chocolate",5802,Ice cream and frozen dairy desserts,142,3.2,23.9,18.71,2.3,3.73,68.56
11461260,"Frozen yogurt cone, vanilla",5802,Ice cream and frozen dairy desserts,139,3.2,23.9,19.36,0.1,3.73,68.56
11461300,"Frozen yogurt cone, vanilla, waffle cone",5802,Ice cream and frozen dairy desserts,143,3.29,25.28,20.26,0.1,3.61,67.19
11461320,"Frozen yogurt cone, chocolate, waffle cone",5802,Ice cream and frozen dairy desserts,147,3.29,25.28,19.62,2.3,3.61,67.19
11480000,"Baby Toddler food, NFS",9007,Baby food: mixtures,75,4.9,9.08,4.47,1.1,2.15,83.24
11480010,"Baby Toddler yogurt, plain",9010,Baby food: yogurt,61,3.47,4.66,4.66,0,3.25,87.89
11480100,"Baby Toddler yogurt, with fruit",9010,Baby food: yogurt,83,3.16,11.08,9.04,0.1,2.93,82.15
11511000,"Chocolate milk, NFS",1208,"Flavored milk, nonfat",67,3.39,13.46,8.39,0,0,82.34
11511100,"Chocolate milk, ready to drink, whole",1202,"Flavored milk, whole",83,3.17,10.34,9.54,0.8,3.39,82.3
11511200,"Chocolate milk, ready to drink, reduced fat",1204,"Flavored milk, reduced fat",76,2.99,12.13,9.55,0.7,1.9,82.17
11511300,"Chocolate milk, ready to drink, fat free",1208,"Flavored milk, nonfat",67,3.39,13.46,8.39,0,0,82.34
11511400,"Chocolate milk, ready to drink, low fat",1206,"Flavored milk, lowfat",64,3.46,10.15,9.94,0.1,1.11,84.5
11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",1206,"Flavored milk, lowfat",57,3.43,7.68,7.29,0,1.04,87.09
11511600,"Chocolate milk, ready to drink, low fat (Nesquik)",1206,"Flavored milk, lowfat",64,3.46,10.15,9.94,0.1,1.11,84.5
11511700,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",1206,"Flavored milk, lowfat",64,3.46,10.15,9.94,0.1,1.11,84.5
11512010,"Hot chocolate / Cocoa, ready to drink",1204,"Flavored milk, reduced fat",91,2.73,16.53,15.18,0,1.54,78.43
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",1208,"Flavored milk, nonfat",78,2.79,16.55,15.31,0,0.06,79.81
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",1404,Milk substitutes,80,1.27,16.3,14.31,0.1,1.08,80.73
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",1204,"Flavored milk, reduced fat",103,2.74,15.88,14.6,0,3.18,77.44
11513100,"Chocolate milk, made from dry mix with whole milk",1202,"Flavored milk, whole",82,3.35,9.9,9.55,0.3,3.14,82.75
11513150,"Chocolate milk, made from dry mix with reduced fat milk",1204,"Flavored milk, reduced fat",72,3.43,10.15,9.62,0.3,1.92,83.68
11513300,"Chocolate milk, made from dry mix with fat free milk",1208,"Flavored milk, nonfat",57,3.5,10.17,9.77,0.3,0.22,85.28
11513310,"Chocolate milk, made from dry mix with non-dairy milk",1404,Milk substitutes,59,1.75,9.89,8.62,0.4,1.38,86.34
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",1204,"Flavored milk, reduced fat",74,3.41,10.09,9.62,0.3,2.15,83.52
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",1202,"Flavored milk, whole",82,3.35,9.9,9.55,0.3,3.14,82.75
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",1204,"Flavored milk, reduced fat",72,3.43,10.15,9.62,0.3,1.92,83.68
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",1206,"Flavored milk, lowfat",65,3.45,10.42,9.69,0.3,1.03,84.25
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",1208,"Flavored milk, nonfat",57,3.5,10.17,9.77,0.3,0.22,85.28
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",1404,Milk substitutes,59,1.75,9.89,8.62,0.4,1.38,86.34
11513392,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",1204,"Flavored milk, reduced fat",63,3.61,7.64,5.86,0.4,2.01,85.58
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",1404,Milk substitutes,50,1.89,7.36,4.83,0.5,1.46,88.29
11513400,"Chocolate milk, made from syrup, NS as to type of milk",1204,"Flavored milk, reduced fat",81,2.89,13.14,12.22,0,1.86,81.33
11513500,"Chocolate milk, made from syrup with whole milk",1202,"Flavored milk, whole",89,2.83,12.97,12.16,0,2.77,80.62
11513550,"Chocolate milk, made from syrup with reduced fat milk",1204,"Flavored milk, reduced fat",79,2.91,13.2,12.23,0,1.65,81.48
11513600,"Chocolate milk, made from syrup with low fat milk",1206,"Flavored milk, lowfat",73,2.93,13.44,12.29,0,0.82,82
11513700,"Chocolate milk, made from syrup with fat free milk",1208,"Flavored milk, nonfat",65,2.97,13.22,12.37,0,0.07,82.96
11513750,"Chocolate milk, made from syrup with non-dairy milk",1404,Milk substitutes,68,1.36,12.95,11.3,0.1,1.15,83.94
11513801,"Chocolate milk, made from light syrup with whole milk",1202,"Flavored milk, whole",73,3.04,8.38,7.79,0,2.92,84.85
11513802,"Chocolate milk, made from light syrup with reduced fat milk",1204,"Flavored milk, reduced fat",63,3.11,8.62,7.86,0,1.78,85.72
11513803,"Chocolate milk, made from light syrup with low fat milk",1206,"Flavored milk, lowfat",57,3.13,8.87,7.92,0,0.95,86.24
11513804,"Chocolate milk, made from light syrup with fat free milk",1208,"Flavored milk, nonfat",49,3.18,8.64,8,0,0.19,87.21
11513851,"Chocolate milk, made from sugar free syrup with whole milk",1202,"Flavored milk, whole",59,3.22,5.83,4.24,0.4,3.05,86.94
11514100,"Hot chocolate / Cocoa, made with dry mix and water",1208,"Flavored milk, nonfat",54,0.91,11.4,8.93,0.5,0.55,86.5
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk",1202,"Flavored milk, whole",106,3.72,15.13,12.87,0.5,3.31,76.61
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",1204,"Flavored milk, reduced fat",96,3.8,15.36,12.94,0.5,2.18,77.47
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",1206,"Flavored milk, lowfat",90,3.82,15.6,13,0.5,1.36,78
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk",1208,"Flavored milk, nonfat",82,3.86,15.38,13.08,0.5,0.6,78.95
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",1404,Milk substitutes,84,2.24,15.06,11.97,0.6,1.68,79.99
11514310,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",1208,"Flavored milk, nonfat",31,1.28,5.94,3.11,0.6,0.25,91.92
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",1202,"Flavored milk, whole",86,4.25,10.04,7.45,0.6,3.18,81.29
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",1204,"Flavored milk, reduced fat",76,4.34,10.29,7.52,0.6,1.99,82.21
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",1206,"Flavored milk, lowfat",70,4.35,10.55,7.59,0.6,1.12,82.76
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",1208,"Flavored milk, nonfat",62,4.4,10.31,7.67,0.6,0.32,83.77
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",1404,Milk substitutes,64,2.68,10,6.53,0.7,1.46,84.85
11519040,"Strawberry milk, NFS",1204,"Flavored milk, reduced fat",52,3.34,5.34,5.29,0,1.9,88.68
11519050,"Strawberry milk, whole",1202,"Flavored milk, whole",86,3.03,11.79,11.68,0,2.97,81.46
11519105,"Strawberry milk, reduced fat",1204,"Flavored milk, reduced fat",71,3.16,10.7,10.46,0,1.8,83.64
11519200,"Strawberry milk, low fat",1206,"Flavored milk, lowfat",69,3.13,12.3,11.82,0,0.89,82.94
11519205,"Strawberry milk, fat free",1208,"Flavored milk, nonfat",61,3.18,12.06,11.9,0,0.09,83.95
11519210,"Strawberry milk, reduced sugar",1206,"Flavored milk, lowfat",50,3.31,7.07,6.86,0,0.94,87.91
11519215,"Strawberry milk, non-dairy",1404,Milk substitutes,63,1.45,11.77,10.76,0.1,1.24,85
11526000,"Milk, malted",1204,"Flavored milk, reduced fat",66,3.19,8.64,7.81,0,2.05,85.14
11531000,Eggnog,1402,Milk shakes and other dairy drinks,88,4.55,8.05,8.05,0,4.19,82.54
11541110,"Milk shake, home recipe, chocolate",1402,Milk shakes and other dairy drinks,120,3.47,13.53,12.57,0.5,6.14,75.87
11541120,"Milk shake, home recipe, flavors other than chocolate",1402,Milk shakes and other dairy drinks,113,3.35,11.39,10.66,0.2,5.98,78.45
11541130,"Milk shake, home recipe, chocolate, light",1402,Milk shakes and other dairy drinks,97,3.99,12.93,12.42,0.3,3.31,79.03
11541135,"Milk shake, home recipe, flavors other than chocolate, light",1402,Milk shakes and other dairy drinks,92,3.88,13.83,11.07,0.1,2.33,79.07
11541400,Milk shake with malt,1402,Milk shakes and other dairy drinks,125,3.76,13.64,12.04,0.2,6.11,75.57
11542100,"Milk shake, fast food, chocolate",1402,Milk shakes and other dairy drinks,150,3.7,20.36,13.39,1.6,6.66,68.32
11542200,"Milk shake, fast food, flavors other than chocolate",1402,Milk shakes and other dairy drinks,148,3.37,19.59,13.63,0.9,6.52,69.65
11543000,"Milk shake, bottled, chocolate",1402,Milk shakes and other dairy drinks,150,3.7,20.36,13.39,1.6,6.66,68.32
11543010,"Milk shake, bottled, flavors other than chocolate",1402,Milk shakes and other dairy drinks,148,3.37,19.59,13.63,0.9,6.52,69.65
11551050,Licuado or Batido,7220,Smoothies and grain drinks,75,2.33,13.1,11.55,0.6,1.45,82.45
11553100,"Fruit smoothie, NFS",7220,Smoothies and grain drinks,65,2.35,11.66,8.7,1.1,1.1,84.24
11553110,"Fruit smoothie, with whole fruit and dairy",7220,Smoothies and grain drinks,65,2.35,11.67,8.7,1.1,1.1,84.23
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",7220,Smoothies and grain drinks,78,7.38,9.7,7.13,1.1,1.25,80.4
11553130,"Fruit smoothie juice drink, with dairy",7220,Smoothies and grain drinks,65,0.86,15.05,12.68,0.9,0.14,83.61
11560000,Chocolate milk drink,1402,Milk shakes and other dairy drinks,49,0.64,10.68,8.68,0.6,0.4,87.63
11710000,"Infant formula, NFS",9404,"Formula, prepared from powder",66,1.38,7.12,7.12,0,3.56,87.46
11710030,"Infant formula, Similac, NFS",9404,"Formula, prepared from powder",65,1.37,6.9,6.9,0,3.6,87.64
11710051,"Infant formula, Similac Alimentum, ready-to-feed",9402,"Formula, ready-to-feed",67,1.8,6.77,4.4,0,3.63,87.32
11710056,"Infant formula, Similac Alimentum, powder, made with water",9404,"Formula, prepared from powder",67,1.8,6.77,4.4,0,3.63,87.32
11710351,"Infant formula, Similac Advance, ready-to-feed",9402,"Formula, ready-to-feed",66,1.37,6.87,6.87,0,3.62,87.64
11710357,"Infant formula, Similac Advance, powder, made with tap water",9404,"Formula, prepared from powder",66,1.37,6.87,6.87,0,3.62,87.64
11710358,"Infant formula, Similac Advance, powder, made with bottled water",9404,"Formula, prepared from powder",66,1.37,6.87,6.87,0,3.62,87.71
11710359,"Infant formula, Similac Advance, powder, made with baby water",9404,"Formula, prepared from powder",66,1.37,6.87,6.87,0,3.62,87.64
11710371,"Infant formula, Similac Sensitive, ready-to-feed",9402,"Formula, ready-to-feed",65,1.4,6.99,6.99,0,3.53,87.63
11710377,"Infant formula, Similac Sensitive, powder, made with tap water",9404,"Formula, prepared from powder",65,1.4,6.99,6.99,0,3.53,87.63
11710378,"Infant formula, Similac Sensitive, powder, made with bottled water",9404,"Formula, prepared from powder",65,1.4,6.99,6.99,0,3.53,87.7
11710379,"Infant formula, Similac Sensitive, powder, made with baby water",9404,"Formula, prepared from powder",65,1.4,6.99,6.99,0,3.53,87.63
11710381,"Infant formula, Similac for Spit-Up, ready-to-feed",9402,"Formula, ready-to-feed",65,1.38,6.9,6.9,0,3.48,87.73
11710383,"Infant formula, Similac for Spit-Up, powder, made with water",9404,"Formula, prepared from powder",65,1.38,6.9,6.9,0,3.48,87.73
11710481,"Toddler formula, Similac Go and Grow",9404,"Formula, prepared from powder",58,1.73,5.87,5.87,0,3.11,88.89
11710605,"Infant formula, Enfamil, NFS",9404,"Formula, prepared from powder",66,1.43,7.34,7.34,0,3.49,87.29
11710621,"Infant formula, Enfamil Premium Newborn, ready-to-feed",9402,"Formula, ready-to-feed",66,1.38,7.39,7.39,0,3.48,87.78
11710629,"Infant formula, Enfamil Premium Newborn, powder, made with water",9404,"Formula, prepared from powder",66,1.38,7.39,7.39,0,3.48,87.78
11710631,"Infant formula, Enfamil Infant, ready-to-feed",9402,"Formula, ready-to-feed",66,1.4,7.38,7.38,0,3.49,87.28
11710637,"Infant formula, Enfamil Infant, powder, made with tap water",9404,"Formula, prepared from powder",66,1.4,7.38,7.38,0,3.49,87.28
11710638,"Infant formula, Enfamil Infant, powder, made with bottled water",9404,"Formula, prepared from powder",66,1.4,7.38,7.38,0,3.49,87.35
11710639,"Infant formula, Enfamil Infant, powder, made with baby water",9404,"Formula, prepared from powder",66,1.4,7.38,7.38,0,3.49,87.28
11710661,"Infant formula, Enfamil AR, ready-to-feed",9402,"Formula, ready-to-feed",65,1.6,7.43,7.25,0,3.24,87.26
11710669,"Infant formula, Enfamil AR, powder, made with water",9404,"Formula, prepared from powder",65,1.6,7.43,7.25,0,3.24,87.26
11710671,"Infant formula, Enfamil Gentlease, ready-to-feed",9402,"Formula, ready-to-feed",67,1.53,7.25,7.25,0,3.49,87.31
11710677,"Infant formula, Enfamil Gentlease, powder, made with tap water",9404,"Formula, prepared from powder",67,1.53,7.25,7.25,0,3.49,87.31
11710678,"Infant formula, Enfamil Gentlease, powder, made with bottled water",9404,"Formula, prepared from powder",67,1.53,7.25,7.25,0,3.49,87.38
11710679,"Infant formula, Enfamil Gentlease, powder, made with baby water",9404,"Formula, prepared from powder",67,1.53,7.25,7.25,0,3.49,87.31
11710689,"Toddler formula, Enfamil Enfagrow",9404,"Formula, prepared from powder",66,1.71,7.26,6.97,0,3.52,87.15
11710801,"Toddler formula, PediaSure",9402,"Formula, ready-to-feed",99,2.86,11.15,10.5,0,4.77,80.47
11710807,"Toddler formula, Nido Kinder",9404,"Formula, prepared from powder",62,1.72,6.57,6.42,0,3.32,88.02
11710810,"Toddler formula, store brand, beginning or next stage",9404,"Formula, prepared from powder",62,1.72,6.57,6.42,0,3.32,88.02
11710815,"Toddler formula, store brand, pediatric shake",9404,"Formula, prepared from powder",99,2.86,11.15,10.5,0,4.77,80.47
11710905,"Infant formula, Gerber, NFS",9404,"Formula, prepared from powder",65,1.49,7.26,6.9,0,3.33,87.37
11710911,"Infant formula, Gerber Good Start Gentle, Stage 1, ready-to-feed",9402,"Formula, ready-to-feed",66,1.45,7.3,7.3,0,3.34,87.36
11710917,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with tap water",9404,"Formula, prepared from powder",66,1.45,7.3,7.3,0,3.34,87.36
11710918,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with bottled water",9404,"Formula, prepared from powder",66,1.45,7.3,7.3,0,3.34,87.43
11710919,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water",9404,"Formula, prepared from powder",66,1.45,7.3,7.3,0,3.34,87.36
11710921,"Infant formula, Gerber Good Start Gentle, Stage 2",9404,"Formula, prepared from powder",66,1.45,7.3,7.3,0,3.34,87.36
11710930,"Toddler formula, Gerber Good Start, Stage 3",9404,"Formula, prepared from powder",62,1.72,6.57,6.42,0,3.32,88.02
11710935,"Infant formula, premature, powder, made with water",9404,"Formula, prepared from powder",70,1.96,7.17,7.15,0,3.78,86.5
11710945,"Infant formula, premature, ready-to-feed",9402,"Formula, ready-to-feed",70,1.96,7.17,7.15,0,3.78,86.5
11710954,"Infant formula, organic, powder, made with water",9404,"Formula, prepared from powder",66,1.38,7.12,7.12,0,3.56,87.46
11710955,"Infant formula, organic, ready-to-feed",9402,"Formula, ready-to-feed",66,1.38,7.12,7.12,0,3.56,87.46
11710967,"Infant formula, store brand, advantage or tender, powder, made with tap water",9404,"Formula, prepared from powder",66,1.38,7.12,7.12,0,3.56,87.46
11710968,"Infant formula, store brand, advantage or tender, powder, made with bottled water",9404,"Formula, prepared from powder",66,1.38,7.12,7.12,0,3.56,87.53
11710969,"Infant formula, store brand, advantage or tender, powder, made with baby water",9404,"Formula, prepared from powder",66,1.38,7.12,7.12,0,3.56,87.46
11710970,"Infant formula, store brand, gentle or sensitivity",9404,"Formula, prepared from powder",66,1.46,7.12,7.12,0,3.51,87.47
11710980,"Infant formula, store brand, added rice",9404,"Formula, prepared from powder",65,1.49,7.17,7.08,0,3.36,87.5
11720311,"Infant formula, Enfamil ProSobee, ready-to-feed",9402,"Formula, ready-to-feed",66,1.62,6.86,6.86,0,3.49,87.42
11720317,"Infant formula, Enfamil ProSobee, powder, made with tap water",9404,"Formula, prepared from powder",66,1.62,6.86,6.86,0,3.49,87.42
11720318,"Infant formula, Enfamil ProSobee, powder, made with bottled water",9404,"Formula, prepared from powder",66,1.62,6.86,6.86,0,3.49,87.49
11720319,"Infant formula, Enfamil ProSobee, powder, made with baby water",9404,"Formula, prepared from powder",66,1.62,6.86,6.86,0,3.49,87.42
11720411,"Infant formula, Similac Isomil Soy, ready-to-feed",9402,"Formula, ready-to-feed",65,1.58,6.73,6.65,0,3.53,87.67
11720417,"Infant formula, Similac Isomil Soy, powder, made with tap water",9404,"Formula, prepared from powder",65,1.58,6.73,6.65,0,3.53,87.67
11720418,"Infant formula, Similac Isomil Soy, powder, made with bottled water",9404,"Formula, prepared from powder",65,1.58,6.73,6.65,0,3.53,87.74
11720419,"Infant formula, Similac Isomil Soy, powder, made with baby water",9404,"Formula, prepared from powder",65,1.58,6.73,6.65,0,3.53,87.67
11720430,"Infant formula, Similac for Diarrhea",9402,"Formula, ready-to-feed",66,1.76,6.67,6.66,0.7,3.6,87.78
11720611,"Infant formula, Gerber Good Start Soy, Stage 1, ready-to-feed",9402,"Formula, ready-to-feed",64,1.6,7.12,5.69,0,3.28,87.42
11720617,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with tap water",9404,"Formula, prepared from powder",64,1.6,7.12,5.69,0,3.28,87.42
