Food code,Main food description,WWEIA number,WWEIA description,Energy (kcal),Protein (g),Carbohydrate (g),Total Sugars (g),Total Fiber (g),Total Fat (g),Water (g)
51303070,"Muffin, English, whole wheat, with raisins",4206,Bagels and English muffins,230,8.21,47.94,7.34,4.6,1.84,39.86
51303100,"Muffin, English, whole grain white",4206,Bagels and English muffins,223,8.7,44.8,1.56,4.6,2,42.3
51306000,"Breadsticks, hard, whole wheat",5202,"Crackers, excludes saltines",425,15.08,67.9,3.29,7.1,10.98,3.3
51320010,"Roll, wheat or cracked wheat",4204,Rolls and buns,273,8.6,46,1.63,3.8,6.3,37
51320060,"Roll, wheat or cracked wheat, hot dog bun",4204,Rolls and buns,269,11.69,47.31,6.9,4.2,3.61,35.23
51320070,"Roll, wheat or cracked wheat, hamburger bun",4204,Rolls and buns,269,11.69,47.31,6.9,4.2,3.61,35.23
51320500,"Roll, whole wheat",4204,Rolls and buns,273,8.6,46,1.63,3.8,6.3,37
51320550,"Roll, whole wheat, hot dog bun",4204,Rolls and buns,269,12.38,44.93,5.92,6.1,4.38,35.92
51320560,"Roll, whole wheat, hamburger bun",4204,Rolls and buns,269,12.38,44.93,5.92,6.1,4.38,35.92
51320700,"Roll, whole grain white",4204,Rolls and buns,255,9.3,46.5,9.3,2.3,3.49,38.67
51320710,"Roll, whole grain white, hot dog bun",4204,Rolls and buns,255,9.3,46.5,9.3,2.3,3.49,38.67
51320720,"Roll, whole grain white, hamburger bun",4204,Rolls and buns,255,9.3,46.5,9.3,2.3,3.49,38.67
51401010,"Bread, rye",4202,Yeast breads,259,8.5,48.3,3.85,5.8,3.3,37.3
51401020,"Bread, rye, toasted",4202,Yeast breads,285,9.34,53.08,4.23,6.4,3.63,31.1
51401030,"Bread, marble rye and pumpernickel",4202,Yeast breads,259,8.5,48.3,3.85,5.8,3.3,37.3
51401040,"Bread, marble rye and pumpernickel, toasted",4202,Yeast breads,285,9.34,53.08,4.23,6.4,3.63,31.1
51401200,"Muffin, English, rye",4206,Bagels and English muffins,259,8.5,48.3,3.85,5.8,3.3,37.3
51404010,"Bread, pumpernickel",4202,Yeast breads,250,8.7,47.5,0.53,6.5,3.1,37.9
51404020,"Bread, pumpernickel, toasted",4202,Yeast breads,275,9.56,52.2,0.58,7.1,3.41,31.76
51404500,"Bagel, pumpernickel",4206,Bagels and English muffins,250,10.2,48.89,6.12,4.1,1.53,37.55
51404550,"Muffin, English, pumpernickel",4206,Bagels and English muffins,250,8.7,47.5,0.53,6.5,3.1,37.9
51407010,"Bread, black",4202,Yeast breads,250,8.7,47.5,0.53,6.5,3.1,37.9
51407020,"Bread, black, toasted",4202,Yeast breads,275,9.56,52.2,0.58,7.1,3.41,31.76
51420000,"Roll, rye",4204,Rolls and buns,259,8.5,48.3,3.85,5.8,3.3,37.3
51421000,"Roll, pumpernickel",4204,Rolls and buns,276,10.8,51.87,0.4,5.4,2.8,32
51501010,"Bread, oatmeal",4202,Yeast breads,269,8.4,48.5,8.14,4,4.4,36.7
51501020,"Bread, oatmeal, toasted",4202,Yeast breads,296,9.23,53.3,8.94,4.4,4.84,30.44
51501040,"Bread, oat bran",4202,Yeast breads,299,9.33,53.89,9.04,4.4,4.89,29.67
51501050,"Bread, oat bran, toasted",4202,Yeast breads,296,9.23,53.3,8.94,4.4,4.84,30.44
51501080,"Bagel, oat bran",4206,Bagels and English muffins,250,10.2,48.89,6.12,4.1,1.53,37.55
51502010,"Roll, oatmeal",4204,Rolls and buns,269,8.4,48.5,8.14,4,4.4,36.7
51503000,"Muffin, English, oat bran",4206,Bagels and English muffins,269,8.4,48.5,8.14,4,4.4,36.7
51503040,"Muffin, English, oat bran, with raisins",4206,Bagels and English muffins,272,7.89,51.58,13.84,4,3.98,34.58
51601010,"Bread, multigrain, toasted",4202,Yeast breads,291,14.68,47.63,7.02,8.1,4.65,30.7
51601020,"Bread, multigrain",4202,Yeast breads,265,13.36,43.34,6.39,7.4,4.23,36.94
51601210,"Bread, multigrain, with raisins",4202,Yeast breads,268,12.35,46.94,12.27,7.1,3.83,34.79
51601220,"Bread, multigrain, with raisins, toasted",4202,Yeast breads,295,13.58,51.58,13.48,7.8,4.21,28.34
51602010,"Bread, multigrain, reduced calorie and/or high fiber",4202,Yeast breads,207,8.91,44.91,4.63,10.7,2.55,41.91
51602020,"Bread, multigrain, reduced calorie and/or high fiber, toasted",4202,Yeast breads,228,9.79,49.35,5.09,11.8,2.8,36.16
51620000,"Roll, multigrain",4204,Rolls and buns,263,9.6,44.6,6.25,3.8,6,38
51620020,"Roll, multigrain, hot dog bun",4204,Rolls and buns,263,9.6,44.6,6.25,3.8,6,38
51620030,"Roll, multigrain, hamburger bun",4204,Rolls and buns,263,9.6,44.6,6.25,3.8,6,38
51630000,"Bagel, multigrain",4206,Bagels and English muffins,250,10.2,48.89,6.12,4.1,1.53,37.55
51630100,"Bagel, multigrain, with raisins",4206,Bagels and English muffins,255,9.51,51.93,12.03,4.1,1.4,35.34
51630200,"Muffin, English, multigrain",4206,Bagels and English muffins,223,8.7,44.8,1.56,4.6,2,42.3
51801010,"Bread, barley",4202,Yeast breads,274,10.67,47.54,5.73,4,4.53,35.25
51801020,"Bread, barley, toasted",4202,Yeast breads,301,11.72,52.24,6.3,4.4,4.98,28.85
51804010,"Bread, soy",4202,Yeast breads,267,16.4,41.95,6.01,4.4,3.84,34.73
51804020,"Bread, soy, toasted",4202,Yeast breads,293,18.02,46.1,6.6,4.8,4.22,28.27
51805010,"Bread, sunflower meal",4202,Yeast breads,306,11.16,47.98,3.1,2.7,8.23,30.26
51805020,"Bread, sunflower meal, toasted",4202,Yeast breads,336,12.26,52.73,3.4,2.9,9.05,23.36
51806010,"Bread, rice",4202,Yeast breads,248,4.31,45.78,3.53,4.3,5.24,42.99
51806020,"Bread, rice, toasted",4202,Yeast breads,273,4.74,50.31,3.88,4.7,5.76,37.35
51807000,"Injera, Ethiopian bread",4202,Yeast breads,87,3.48,18.29,1.03,2.7,0.84,76.04
51808000,"Bread, gluten free",4202,Yeast breads,248,4.31,45.78,3.53,4.3,5.24,42.99
51808010,"Bread, gluten free, toasted",4202,Yeast breads,273,4.74,50.31,3.88,4.7,5.76,37.35
51808050,"Breadsticks, hard, gluten free",5202,"Crackers, excludes saltines",453,11.25,66.3,0.86,10.2,15.84,3.59
51808100,"Roll, gluten free",4204,Rolls and buns,239,3.34,50.47,6.87,5.1,2.65,42
52101000,"Biscuit, NFS",4402,"Biscuits, muffins, quick breads",370,7.08,42.82,3.88,2.5,18.92,27.88
52102040,"Biscuit, from refrigerated dough",4402,"Biscuits, muffins, quick breads",324,6.79,49.05,8.19,2.8,11.22,29.69
52103000,"Biscuit, from fast food / restaurant",4402,"Biscuits, muffins, quick breads",370,7.08,42.82,3.88,2.5,18.92,27.88
52104010,"Biscuit, home recipe",4402,"Biscuits, muffins, quick breads",350,7.03,44.89,4.57,1.4,15.97,28.2
52104040,"Biscuit, wheat",4402,"Biscuits, muffins, quick breads",362,7.5,43.9,3.71,4.5,18.19,26.98
52104100,"Biscuit, cheese",4402,"Biscuits, muffins, quick breads",374,8.7,38.78,3.52,2.2,20.43,28.75
52104200,Biscuit with fruit,4402,"Biscuits, muffins, quick breads",363,6.7,46.47,10.01,2.7,17.05,26.64
52105100,Scone,4402,"Biscuits, muffins, quick breads",382,6.67,48.07,13.4,1.2,18.35,24.02
52105200,"Scone, with fruit",4402,"Biscuits, muffins, quick breads",374,6.33,51.2,18.58,1.5,16.54,23.16
52201000,"Cornbread, prepared from mix",4402,"Biscuits, muffins, quick breads",330,6.59,54.46,16.05,2.3,9.58,27.11
52202060,"Cornbread, made from home recipe",4402,"Biscuits, muffins, quick breads",287,6.55,42.87,6.85,1.5,9.8,38.01
52204000,Cornbread stuffing,3208,Turnovers and other grain-based items,179,2.9,21.9,0,2.9,8.8,64.9
52206010,"Cornbread muffin, stick, round",4402,"Biscuits, muffins, quick breads",305,5.9,51,17.78,3.4,8.4,32.6
52206060,"Cornbread muffin, stick, round, made from home recipe",4402,"Biscuits, muffins, quick breads",307,7.02,45.94,7.34,1.6,10.51,33.58
52207010,"Corn flour patty or tart, fried",4402,"Biscuits, muffins, quick breads",218,3.98,41.18,5.91,3,4.64,48.22
52208010,"Corn pone, baked",4402,"Biscuits, muffins, quick breads",214,3.5,39.68,0.79,1.9,4.31,50.33
52208020,"Corn pone, fried",4402,"Biscuits, muffins, quick breads",254,3.34,37.79,0.76,1.8,9.78,47.02
52208760,"Gordita/sope shell, plain, no filling",4208,Tortillas,260,3.85,37.2,0.72,2.9,11.19,46.13
52209010,Hush puppy,4402,"Biscuits, muffins, quick breads",296,6.16,40.21,3.8,2.9,13.25,36.58
52211010,Johnnycake,4402,"Biscuits, muffins, quick breads",275,7.86,43.81,8.64,1.8,7.46,37.73
52213010,Spoonbread,4402,"Biscuits, muffins, quick breads",166,6.68,18.55,4.84,0.7,7.06,65.92
52215000,"Tortilla, NFS",4208,Tortillas,262,6.95,47.01,2.3,4.9,5.42,38.94
52215100,"Tortilla, corn",4208,Tortillas,218,5.7,44.64,0.88,6.3,2.85,45.89
52215200,"Tortilla, flour",4208,Tortillas,306,8.2,49.38,3.71,3.5,7.99,31.98
52215260,"Tortilla, whole wheat",4208,Tortillas,310,9.76,45.89,2.44,9.8,9.76,30.15
52215300,"Taco shell, corn",4208,Tortillas,476,6.41,63.49,1.5,6.7,21.79,6.4
52215350,"Taco shell, flour",4208,Tortillas,511,8.83,53.2,4,3.8,29.07,6.25
52220110,Arepa Dominicana,4402,"Biscuits, muffins, quick breads",267,5.66,30.47,3.25,2.4,14,47.94
52301000,"Muffin, NFS",4402,"Biscuits, muffins, quick breads",375,4.49,53,31.47,1.1,16.07,24.96
52302010,"Muffin, fruit",4402,"Biscuits, muffins, quick breads",375,4.49,53,31.47,1.1,16.07,24.96
52302020,"Muffin, fruit, low fat",4402,"Biscuits, muffins, quick breads",255,4.23,50.05,27.05,4.2,4.22,39.94
52302500,"Muffin, chocolate chip",4402,"Biscuits, muffins, quick breads",402,5.77,55.4,32.92,1.8,19.04,17.8
52302600,"Muffin, chocolate",4402,"Biscuits, muffins, quick breads",395,6.54,50.94,25.98,1.9,18.75,21.56
52303010,"Muffin, whole wheat",4402,"Biscuits, muffins, quick breads",372,7.8,44.01,20.09,3.5,18.44,27.17
52303500,"Muffin, wheat",4402,"Biscuits, muffins, quick breads",372,6.92,45.7,19.9,1.8,18.03,27
52304000,"Muffin, whole grain",4402,"Biscuits, muffins, quick breads",372,6.92,45.7,19.9,1.8,18.03,27
52304010,"Muffin, wheat bran",4402,"Biscuits, muffins, quick breads",216,6.16,38.7,15,2.2,5.96,47.42
52304040,"Muffin, bran with fruit, lowfat",4402,"Biscuits, muffins, quick breads",179,5.38,39.98,20.09,2.7,1.5,51.01
52304100,"Muffin, oatmeal",4402,"Biscuits, muffins, quick breads",370,6.43,43.94,20.67,1.5,18.92,28.31
52304150,"Muffin, oat bran",4402,"Biscuits, muffins, quick breads",270,7,48.3,8.22,4.6,7.4,35
52306010,"Muffin, plain",4402,"Biscuits, muffins, quick breads",374,5.93,52.02,27.48,0.8,16.21,23.75
52306300,"Muffin, cheese",4402,"Biscuits, muffins, quick breads",367,9.72,30.51,1.88,1,23,33.98
52306500,"Muffin, pumpkin",4402,"Biscuits, muffins, quick breads",305,4.97,43.21,22.59,1.4,12.93,37.1
52306550,"Muffin, zucchini",4402,"Biscuits, muffins, quick breads",306,5.05,42.64,22.72,0.9,13.14,37.35
52306700,"Muffin, carrot",4402,"Biscuits, muffins, quick breads",312,5.01,44.27,23.31,1.3,13.19,35.62
52311010,Popover,4402,"Biscuits, muffins, quick breads",268,11.05,35.28,4.04,1.1,9.2,42.84
52401000,"Bread, Boston Brown",4402,"Biscuits, muffins, quick breads",274,10.67,47.54,5.73,4,4.53,35.25
52403000,"Bread, nut",4402,"Biscuits, muffins, quick breads",397,6.64,49.85,26.01,1.3,19.78,21.63
52404060,"Bread, pumpkin",4402,"Biscuits, muffins, quick breads",305,4.97,43.21,22.59,1.4,12.93,37.1
52405010,"Bread, fruit",4402,"Biscuits, muffins, quick breads",369,6.05,47.52,25.24,1.3,17.82,26.65
52407000,"Bread, zucchini",4402,"Biscuits, muffins, quick breads",306,5.05,42.64,22.72,0.9,13.14,37.35
52408000,"Bread, Irish soda",4402,"Biscuits, muffins, quick breads",301,6.44,51.06,21.71,2.3,8.96,31.25
53100100,"Cake or cupcake, NFS",5502,Cakes and pies,352,2.84,53.6,39.53,1,14.77,27.13
53101100,"Cake, angel food",5502,Cakes and pies,257,6.1,58.7,30.51,0.2,0.3,32.9
53102200,"Cake or cupcake, apple",5502,Cakes and pies,376,2.41,52.52,39.48,0.9,17.5,26.12
53102700,"Cake or cupcake, banana",5502,Cakes and pies,379,2.47,53.07,39.6,1,17.51,25.45
53102800,"Cake or cupcake, Black Forest",5502,Cakes and pies,228,3.49,31.32,18.26,1.7,10.66,53.09
53103000,"Cake, Boston cream pie",5502,Cakes and pies,252,2.4,42.9,36.11,1.4,8.5,45.4
53104260,"Cake or cupcake, carrot",5502,Cakes and pies,373,2.49,51.73,38.49,1.1,17.51,26.75
53104400,"Cake or cupcake, coconut",5502,Cakes and pies,368,2.5,54.52,40.61,1.3,15.68,25.72
53104500,"Cheesecake, plain",5502,Cakes and pies,402,5.47,35.31,26.64,0.5,27,31.14
53104550,"Cheesecake, fruit",5502,Cakes and pies,390,4.96,38.66,28.83,0.6,24.31,31.07
53104600,"Cheesecake, chocolate",5502,Cakes and pies,397,5.89,35.99,25.9,1.6,26.6,30.29
53105262,"Cake or cupcake, chocolate with white icing, bakery",5502,Cakes and pies,355,2.79,54.36,40.23,1.2,14.58,26.64
53105264,"Cake or cupcake, chocolate with white icing, from mix",5502,Cakes and pies,349,3.05,53.13,38.15,1.4,14.43,27.69
53105270,"Cake or cupcake, chocolate with chocolate icing, bakery",5502,Cakes and pies,345,3.29,52.25,37.8,1.6,15.2,27.51
53105272,"Cake or cupcake, chocolate with chocolate icing, from mix",5502,Cakes and pies,341,3.49,51.25,35.99,1.7,14.98,28.47
53105275,"Cake or cupcake, chocolate, no icing",5502,Cakes and pies,303,5.08,43.28,21.52,2.3,13.24,36.11
53105300,"Cake or cupcake, German chocolate",5502,Cakes and pies,358,3.67,49.97,34.72,2.5,17.56,27
53105310,"Cake or cupcake, gluten free",5502,Cakes and pies,410,4.87,37.93,34.01,2.4,29.42,26.66
53105396,"Cake, chocolate, flourless",5502,Cakes and pies,410,4.87,37.93,34.01,2.4,29.42,26.66
53106500,"Cake, cream",5502,Cakes and pies,286,3.84,30.02,16.46,0.4,17.03,47.56
53108200,"Snack cake, chocolate",5502,Cakes and pies,399,3.63,60.31,37.76,3.2,15.93,18.57
53109200,"Snack cake, white",5502,Cakes and pies,374,3.47,64.03,37.3,1,11.54,19.6
53110000,"Cake, fruit cake",5502,Cakes and pies,324,2.9,61.6,27.42,3.7,9.1,25.3
53111000,"Cake or cupcake, gingerbread",5502,Cakes and pies,276,3.64,45.34,28.3,1,9.16,40.05
53112100,Ice cream cake,5502,Cakes and pies,283,2.95,39.28,31.24,0.5,12.67,43.87
53113000,"Cake, jelly roll",5502,Cakes and pies,285,3.14,64.54,41.99,0.8,1.52,30.05
53114100,"Cake or cupcake, lemon",5502,Cakes and pies,339,2.42,51.9,38.23,0.4,13.53,30.61
53115200,"Cake or cupcake, marble",5502,Cakes and pies,347,3.07,52.57,38.36,1.2,15.06,27.57
53115450,"Cake or cupcake, peanut butter",5502,Cakes and pies,388,6.17,47.52,32.34,2,19.81,24.56
53116000,"Cake, pound",5502,Cakes and pies,353,5,53.64,33.36,0.6,13.96,25.87
53116510,"Cake or cupcake, pumpkin",5502,Cakes and pies,373,2.5,51.58,38.35,1.1,17.51,26.92
53116520,"Cake or cupcake, red velvet",5502,Cakes and pies,355,2.79,54.36,40.23,1.2,14.58,26.64
53117200,"Cake or cupcake, spice",5502,Cakes and pies,410,2.66,56.41,42.24,0.9,19.43,19.91
53118100,"Cake, sponge",5502,Cakes and pies,290,5.4,61,36.66,0.5,2.7,29.7
53118110,"Cake or cupcake, strawberry",5502,Cakes and pies,326,2.22,50.25,37.39,0.5,12.89,33.17
53118500,"Cake, torte",5502,Cakes and pies,241,3.28,33.78,19.2,0.9,10.36,50.98
53118550,"Cake, tres leche",5502,Cakes and pies,269,6.48,41.9,33.37,0.3,8.72,41.91
53119000,"Cake, pineapple, upside down",5502,Cakes and pies,273,2.38,39.11,28.16,0.7,12.18,45
53120270,"Cake or cupcake, white with white icing, bakery",5502,Cakes and pies,359,2.4,54.95,41.26,0.4,14.33,26.74
53120272,"Cake or cupcake, white with white icing, from mix",5502,Cakes and pies,353,2.62,53.78,39.27,0.4,14.16,27.81
53121270,"Cake or cupcake, white with chocolate icing, bakery",5502,Cakes and pies,349,2.9,52.84,38.83,0.8,14.95,27.61
53121272,"Cake or cupcake, white with chocolate icing, from mix",5502,Cakes and pies,345,3.06,51.9,37.11,0.7,14.71,28.58
53121275,"Cake or cupcake, white, no icing",5502,Cakes and pies,310,4.36,44.36,23.39,0.6,12.78,36.3
53123070,"Cake, strawberry shortcake",5502,Cakes and pies,214,3.31,40.09,25.89,0.9,4.73,51.04
53124110,"Cake or cupcake, zucchini",5502,Cakes and pies,371,2.52,51.08,38.27,0.9,17.52,27.4
53200100,"Cookie, batter or dough, raw",5504,Cookies and brownies,435,4.97,54.47,29.24,0.9,22.45,16.26
53201000,"Cookie, NFS",5504,Cookies and brownies,492,5.1,65.36,32.9,2,24.72,3.57
53202000,"Cookie, almond",5504,Cookies and brownies,514,5.37,63.78,21.65,1.3,26.22,3.6
53203000,"Cookie, applesauce",5504,Cookies and brownies,450,6.2,68.7,24.66,2.8,18.1,5.7
53203500,"Cookie, biscotti",5504,Cookies and brownies,373,7.63,67,28.44,1.4,8.37,15.32
53204000,"Cookie, brownie, NS as to icing",5504,Cookies and brownies,405,4.8,63.9,36.61,2.1,16.3,13.6
53204010,"Cookie, brownie, without icing",5504,Cookies and brownies,405,4.8,63.9,36.61,2.1,16.3,13.6
53204100,"Cookie, brownie, with icing or filling",5504,Cookies and brownies,401,2.94,63.55,47.22,1.5,16.95,15.31
53204840,"Cookie, brownie, reduced fat, NS as to icing",5504,Cookies and brownies,345,2.77,61.58,38.73,11.1,9.68,24.83
53205250,"Cookie, butterscotch, brownie",5504,Cookies and brownies,405,4.8,63.9,36.61,2.1,16.3,13.6
53205260,"Cookie, bar, with chocolate",5504,Cookies and brownies,492,5.1,65.36,32.9,2,24.72,3.57
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,492,5.1,65.36,32.9,2,24.72,3.57
53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",5504,Cookies and brownies,495,5.91,59.58,41.21,2.7,28.41,4.7
53206030,"Cookie, chocolate chip, reduced fat",5504,Cookies and brownies,451,5.97,67.49,32.84,3,17.91,7.36
53206100,"Cookie, chocolate chip sandwich",5504,Cookies and brownies,425,2.94,63.52,38.24,0,17.65,14.95
53206500,"Cookie, chocolate, made with rice cereal",5504,Cookies and brownies,440,3.23,63.26,40.32,1.6,19.35,13.02
53206550,"Cookie, chocolate, made with oatmeal and coconut, no bake",5504,Cookies and brownies,450,6.2,68.7,24.66,2.8,18.1,5.7
53207000,"Cookie, chocolate or fudge",5504,Cookies and brownies,433,6.6,72.7,37.43,3.4,14.2,4.5
53207020,"Cookie, chocolate or fudge, reduced fat",5504,Cookies and brownies,451,5.97,67.49,32.84,3,17.91,7.36
53207050,"Cookie, chocolate, with chocolate filling or coating, fat free",5504,Cookies and brownies,451,5.97,67.49,32.84,3,17.91,7.36
53208000,"Cookie, marshmallow, chocolate-covered",5504,Cookies and brownies,421,4,67.7,44.8,2,16.9,10.1
53208200,"Cookie, marshmallow pie, chocolate covered",5504,Cookies and brownies,421,4,67.7,44.8,2,16.9,10.1
53209005,"Cookie, chocolate, with icing or coating",5504,Cookies and brownies,507,4.5,67.87,32,2.3,24.2,2
53209010,"Cookie, sugar wafer, chocolate-covered",5504,Cookies and brownies,526,3.45,65.99,51.72,3.4,27.59,1.73
53209015,"Cookie, chocolate sandwich",5504,Cookies and brownies,464,5.21,71,40.67,2.9,19.14,3.11
53209020,"Cookie, chocolate sandwich, reduced fat",5504,Cookies and brownies,436,2.94,76.17,41.18,2.9,13.24,6.23
53209100,"Cookie, chocolate, sandwich, with extra filling",5504,Cookies and brownies,497,4.33,68.2,46,2.7,24.52,1.65
53209500,"Cookie, chocolate and vanilla sandwich",5504,Cookies and brownies,464,5.21,71,40.67,2.9,19.14,3.11
53210000,"Cookie, chocolate wafer",5504,Cookies and brownies,433,6.6,72.7,37.43,3.4,14.2,4.5
53210900,"Cookie, graham cracker with chocolate and marshmallow",5504,Cookies and brownies,465,6.36,68.97,43.87,2.8,18.57,4.6
53211000,"Cookie bar, with chocolate, nuts, and graham crackers",5504,Cookies and brownies,492,5.1,65.36,32.9,2,24.72,3.57
53215500,"Cookie, coconut",5504,Cookies and brownies,460,3.02,61.22,45.16,5.1,22.55,11.5
53220000,"Cookie, fruit-filled bar",5504,Cookies and brownies,348,3.7,70.9,46.36,4.6,7.3,16.5
53220030,"Cookie, fig bar",5504,Cookies and brownies,348,3.7,70.9,46.36,4.6,7.3,16.5
53222010,"Cookie, fortune",5504,Cookies and brownies,378,4.2,84,45.42,1.6,2.7,8
53222020,"Cookie, cone shell, ice cream type, wafer or cake",5504,Cookies and brownies,417,8.1,79,6,3,6.9,5.3
53223000,"Cookie, gingersnaps",5504,Cookies and brownies,416,5.6,76.9,19.92,2.2,9.8,5.3
53223100,"Cookie, granola",5504,Cookies and brownies,464,9.8,66.7,27.52,3.1,17.6,4.1
53224000,"Cookie, ladyfinger",5504,Cookies and brownies,365,10.6,59.7,25.39,1,9.1,19.5
53224250,"Cookie, lemon bar",5504,Cookies and brownies,437,5.13,62.65,42.07,0.8,18.94,12.28
53225000,"Cookie, macaroon",5504,Cookies and brownies,460,3.02,61.22,45.16,5.1,22.55,11.5
53226000,"Cookie, marshmallow, with coconut",5504,Cookies and brownies,421,4,67.7,44.8,2,16.9,10.1
53226500,"Cookie, marshmallow, with rice cereal, no bake",5504,Cookies and brownies,417,3.4,80.5,19.36,0,9,5.9
53226550,"Cookie, marshmallow, with rice cereal and chocolate chips",5504,Cookies and brownies,435,4.55,63.26,40.91,0,18.18,12.27
53226600,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",5504,Cookies and brownies,417,3.4,80.5,19.36,0,9,5.9
53228000,"Cookie, meringue",5504,Cookies and brownies,350,5.64,81.3,80.35,0,0.26,11.87
53230000,"Cookie, molasses",5504,Cookies and brownies,430,5.6,73.8,17.6,1,12.8,5.8
53231000,"Cookie, Lebkuchen",5504,Cookies and brownies,430,5.6,73.8,17.6,1,12.8,5.8
53231400,"Cookie, multigrain, high fiber",5504,Cookies and brownies,464,9.8,66.7,27.52,3.1,17.6,4.1
53233000,"Cookie, oatmeal",5504,Cookies and brownies,450,6.2,68.7,24.66,2.8,18.1,5.7
53233010,"Cookie, oatmeal, with raisins",5504,Cookies and brownies,450,6.2,68.7,24.66,2.8,18.1,5.7
53233040,"Cookie, oatmeal, reduced fat, NS as to raisins",5504,Cookies and brownies,365,4.02,64.62,32.14,16.1,10.04,19.46
53233050,"Cookie, oatmeal sandwich, with creme filling",5504,Cookies and brownies,398,2.61,55.62,31.36,2.6,18.29,22.1
53233060,"Cookie, oatmeal, with chocolate chips",5504,Cookies and brownies,457,5.72,67.56,31.74,3.5,20.92,4.51
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",5504,Cookies and brownies,398,2.61,55.62,31.36,2.6,18.29,22.1
53233100,"Cookie, oatmeal, with chocolate and peanut butter, no bake",5504,Cookies and brownies,450,6.2,68.7,24.66,2.8,18.1,5.7
53234000,"Cookie, peanut butter",5504,Cookies and brownies,473,8.92,58.15,28.58,2.1,23.82,7.28
53234100,"Cookie, peanut butter, with chocolate",5504,Cookies and brownies,475,7.8,59.51,34.73,3,25.29,5.72
53234250,"Cookie, peanut butter with rice cereal, no bake",5504,Cookies and brownies,417,3.4,80.5,19.36,0,9,5.9
53235000,"Cookie, peanut butter sandwich",5504,Cookies and brownies,478,8.8,65.6,35.44,1.9,21.1,2.8
53235500,"Cookie, with peanut butter filling, chocolate-coated",5504,Cookies and brownies,562,8.1,52.9,30.9,3.5,35.3,1.8
53235600,"Cookie, Pfeffernusse",5504,Cookies and brownies,514,5.37,63.78,21.65,1.3,26.22,3.6
53236000,"Cookie, Pizzelle",5504,Cookies and brownies,417,8.1,79,6,3,6.9,5.3
53236100,"Cookie, pumpkin",5504,Cookies and brownies,450,6.2,68.7,24.66,2.8,18.1,5.7
53237000,"Cookie, raisin",5504,Cookies and brownies,401,4.1,68,47.56,1.2,13.6,13.1
53237010,"Cookie, raisin sandwich, cream-filled",5504,Cookies and brownies,398,2.61,55.62,31.36,2.6,18.29,22.1
53237500,"Cookie, rum ball, no bake",5504,Cookies and brownies,514,5.37,63.78,21.65,1.3,26.22,3.6
53238000,"Cookie, sandwich-type, not chocolate or vanilla",5504,Cookies and brownies,483,4.5,72.1,39.3,1.5,20,2.2
53239000,"Cookie, shortbread",5504,Cookies and brownies,514,5.37,63.78,21.65,1.3,26.22,3.6
53239010,"Cookie, shortbread, reduced fat",5504,Cookies and brownies,451,5.37,75.99,21.65,1.3,14,3.6
53239050,"Cookie, shortbread, with icing or filling",5504,Cookies and brownies,515,5.05,62.6,27.34,2.1,28.31,2.99
53239100,Pocky,5504,Cookies and brownies,447,10,51.08,25,5,22.5,15.09
53240000,"Cookie, animal",5504,Cookies and brownies,446,6.9,74.1,23.3,1.1,13.8,3.9
53240010,"Cookie, animal, with frosting or icing",5504,Cookies and brownies,509,3,70.09,41.1,0.9,24.1,2
53241500,"Cookie, butter or sugar",5504,Cookies and brownies,464,5.35,67.34,27.31,1.3,19.55,6.29
53241510,Marie biscuit,5504,Cookies and brownies,406,7.05,70.54,21.16,3.5,10.58,9.79
53241600,"Cookie, butter or sugar, with fruit and/or nuts",5504,Cookies and brownies,464,6.58,65.26,23.97,1.8,20.71,5.83
53242000,"Cookie, sugar wafer",5504,Cookies and brownies,502,3.84,70.64,42.95,1.6,23.24,1.66
53242500,"Cookie, toffee bar",5504,Cookies and brownies,492,5.1,65.36,32.9,2,24.72,3.57
53243000,"Cookie, vanilla sandwich",5504,Cookies and brownies,483,4.5,72.1,39.3,1.5,20,2.2
53243010,"Cookie, vanilla sandwich, extra filling",5504,Cookies and brownies,497,4.33,68.2,46,2.7,24.52,1.65
53243050,"Cookie, vanilla sandwich, reduced fat",5504,Cookies and brownies,423,4.17,78.16,37.5,2.1,10.42,6.25
53244010,"Cookie, butter or sugar, with chocolate icing or filling",5504,Cookies and brownies,503,4.1,68.83,33.8,1.9,23.5,2
53244020,"Cookie, butter or sugar, with icing or filling other than chocolate",5504,Cookies and brownies,433,3.38,72.7,45.92,0.4,14.93,7.99
53246000,"Cookie, tea, Japanese",5504,Cookies and brownies,378,4.2,84,45.42,1.6,2.7,8
53247000,"Cookie, vanilla wafer",5504,Cookies and brownies,455,4.9,72.6,35.07,1.6,16.41,4.98
53247050,"Cookie, vanilla wafer, reduced fat",5504,Cookies and brownies,441,5,73.6,37.5,1.9,15.2,5.1
53247500,"Cookie, vanilla with caramel, coconut, and chocolate coating",5504,Cookies and brownies,489,3.5,64.1,35.8,4.4,25.8,5.7
53251100,"Cookie, rugelach",5504,Cookies and brownies,348,3.7,70.9,46.36,4.6,7.3,16.5
53260030,"Cookie, chocolate chip, sugar free",5504,Cookies and brownies,450,3.9,73.4,39.81,1.6,16.8,5.1
